Listing_ID,Type,Address,Price,Price_Per_M2,Area,Rooms,Bathrooms,Floor,Year_Built,Finish,View,Payment_Method,Seller_Type,Amenities,Description,Link
EG-6743737,Duplex,cairo new cairo compounds kmbwnd kryk twn il cazar,"17,800,000 EGP","91,282 EGP/M²",195 m²,3 rooms,4 bathroom,1,2026,N/A,Garden,Installments,Developer,Garden,"A duplex with a private garden is available for sale in Creek Town Compound, located in New Cairo's Fifth Settlement.",https://aqarmap.com.eg/en/listing/6743737-for-sale-cairo-new-cairo-compounds-kmbwnd-kryk-twn-il-cazar/
EG-6848456,Apartment,cairo elnozha el nozha el gedida,"4,600,000 EGP","27,879 EGP/M²",165 m²,N/A,N/A,N/A,N/A,N/A,Side Street,Cash,Private Owner,N/A,🏠شقة بالنزهة الجديدة موقع مميز و عماره تشطيب راقي، ممتاز💥,https://aqarmap.com.eg/en/listing/6848456-for-sale-cairo-elnozha-el-nozha-el-gedida/
EG-6884459,Penthouse,cairo heliopolis el marghany el sayed el merghany st,"22,000,000 EGP","27,500 EGP/M²",800 m²,5 rooms,5 bathroom,11,2000,Super Lux,Side Street,Cash,Broker,N/A,بنتهاوس For sale in El Sayed El Merghany St.,https://aqarmap.com.eg/en/listing/6884459-for-sale-cairo-heliopolis-el-marghany-el-sayed-el-merghany-st/
EG-6899398,Office,cairo new administrative capital r3 jade park compound city edge,"38,000,000 EGP","395,833 EGP/M²",96 m²,N/A,N/A,N/A,2020,ed,Main Street,Cash or Installments,Broker,N/A,Pharmacy For sale in Jade Park Compound - City Edge with size 96 M² View Main Street,https://aqarmap.com.eg/en/listing/6899398-for-sale-cairo-new-administrative-capital-r3-jade-park-compound-city-edge/
EG-6899219,Apartment,cairo nasr city el hay el asher ahmed el zomor,"2,700,000 EGP","23,478 EGP/M²",115 m²,2 rooms,1 bathroom,2,2027,ed,Side Street,Cash or Installments,Broker,N/A,Apartment For sale in Ahmed El Zomor St.,https://aqarmap.com.eg/en/listing/6899219-for-sale-cairo-nasr-city-el-hay-el-asher-ahmed-el-zomor/
EG-6897882,Office,cairo 6th of october hadaeq october tryq hmd zwyl,"1,955,993 EGP","57,529 EGP/M²",34 m²,1 rooms,1 bathroom,3,2029,ed in Ahmed Zewail Rd,Main Street,Cash or Installments,Broker,"Elevator, Water Meter, Electricity Meter, Security, Parking","Semi Finished Offices in Ahmed Zewail Rd with size 34 M² View Main Street Semi Finished, third floor, one rooms, one baths",https://aqarmap.com.eg/en/listing/6897882-for-sale-cairo-6th-of-october-hadaeq-october-tryq-hmd-zwyl/
EG-6899286,Apartment,cairo 6th of october hadaeq october compounds djlh blmz m mr lmrshdy,"2,500,000 EGP","31,250 EGP/M²",80 m²,2 rooms,1 bathroom,4,2026,Semi Finished,Garden,Installments,Developer,"Security, Garden","Apartments 80 M² Semi Finished View Garden, fourth floor, two rooms, one baths",https://aqarmap.com.eg/en/listing/6899286-for-sale-cairo-6th-of-october-hadaeq-october-compounds-djlh-blmz-m-mr-lmrshdy/
EG-6753396,Penthouse,cairo new cairo compounds mountain view hyde park,"9,500,000 EGP","57,229 EGP/M²",166 m²,2 rooms,3 bathroom,4,2026,ed,Garden,Cash,Developer,"Elevator, Water Meter, Security, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6753396-for-sale-cairo-new-cairo-compounds-mountain-view-hyde-park/
EG-6884662,Apartment,cairo heliopolis heliopolis square mohammed farid st,"4,800,000 EGP","28,235 EGP/M²",170 m²,3 rooms,2 bathroom,10,2012,Super Lux,Main Street,Cash,Broker,N/A,"Finish:Extra super lux 170 M² View Main Street, tenth floor, three rooms, two baths in Mohammed Farid St.",https://aqarmap.com.eg/en/listing/6884662-for-sale-cairo-heliopolis-heliopolis-square-mohammed-farid-st/
EG-6753359,Villa,cairo new cairo compounds mountain view1 1 compound,"15,900,000 EGP","64,898 EGP/M²",245 m²,3 rooms,4 bathroom,4,2026,ed,Garden,Installments,Developer,"Elevator, Water Meter, Security, Garden, Balcony",Mountain View 1.1 ( Extension ) I Villa roof For Sale,https://aqarmap.com.eg/en/listing/6753359-for-sale-cairo-new-cairo-compounds-mountain-view1-1-compound/
EG-6895894,Commercial,cairo 6th of october jml bd lnsr,"6,750,000 EGP","75,000 EGP/M²",90 m²,N/A,N/A,Ground,2026,N/A,Main Street,Cash,Developer,N/A,Shops For sale in Gamal Abdel Nasser Axis with size 90 M² View Main Street,https://aqarmap.com.eg/en/listing/6895894-for-sale-cairo-6th-of-october-jml-bd-lnsr/
EG-6897264,Apartment,cairo 6th of october compounds tesla residence compound,"3,970,000 EGP","30,775 EGP/M²",129 m²,3 rooms,3 bathroom,3,2028,ed For sale,Lake,Cash,Developer,"Elevator, Water Meter, Security, Balcony","Semi Finished Apartments in Tesla Residence Compound with size 129 M² View Lake Semi Finished, third floor, three rooms, three baths",https://aqarmap.com.eg/en/listing/6897264-for-sale-cairo-6th-of-october-compounds-tesla-residence-compound/
EG-6887549,Apartment,cairo new cairo compounds blm hylz nyw kyrw,"15,500,000 EGP","62,000 EGP/M²",250 m²,3 rooms,3 bathroom,2,2025,Super Lux,Garden,Cash,Broker,Garden,Apartment For sale in Palm Hills New Cairo - PHNC,https://aqarmap.com.eg/en/listing/6887549-for-sale-cairo-new-cairo-compounds-blm-hylz-nyw-kyrw/
EG-6874215,Apartment,cairo 6th of october el tawsaat el shamalya ltws t lsyhy lshmly,"5,700,000 EGP","28,500 EGP/M²",200 m²,3 rooms,2 bathroom,1,2024,ed in Northern Tourist Expansions,Side Street,Cash,Broker,N/A,"Finish:Semi Finished 200 M² View Side Street, first floor, three rooms, two baths in Northern Tourist Expansions",https://aqarmap.com.eg/en/listing/6874215-for-sale-cairo-6th-of-october-el-tawsaat-el-shamalya-ltws-t-lsyhy-lshmly/
EG-6603643,Villa,cairo new cairo compounds villette kmbwnd sky kwndwz swdyk villette,"66,500,000 EGP","147,778 EGP/M²",450 m²,5 rooms,6 bathroom,N/A,2023,Super Lux,Garden,Cash,Developer,Garden,فيلا منفصلة للبيع في كمبوند سكاي كوندوز - فيليت,https://aqarmap.com.eg/en/listing/6603643-for-sale-cairo-new-cairo-compounds-villette-kmbwnd-sky-kwndwz-swdyk-villette/
EG-6889487,Apartment,cairo faisal el matbeaa amr ibn al aas st,"910,000 EGP","8,667 EGP/M²",105 m²,2 rooms,3 bathroom,2,2026,N/A,Side Street,Cash or Installments,Broker,N/A,Apartment For sale in Amr Ibn El Aas St.,https://aqarmap.com.eg/en/listing/6889487-for-sale-cairo-faisal-el-matbeaa-amr-ibn-al-aas-st/
EG-6895829,Villa,cairo el sheikh zayed city compounds,"6,700,000 EGP","24,364 EGP/M²",275 m²,4 rooms,4 bathroom,N/A,2026,N/A,Garden,Cash or Installments,Developer,Garden,"Your luxurious villa in a prime location next to Mall of Arabia, at the best competitive price in New Zayed.",https://aqarmap.com.eg/en/listing/6895829-for-sale-cairo-el-sheikh-zayed-city-compounds/
EG-6889187,Medical,cairo el sheikh zayed city lhy lsb shr,"5,712,000 EGP","84,000 EGP/M²",68 m²,1 rooms,1 bathroom,Ground,2030,ed,Main Street,Installments,Broker,N/A,"Clinic for sale in NAL Mall, El Sheikh Zayed Two minutes from Al Ahly Club, two minutes from the Desert Road and the Sheikh Zayed entrance",https://aqarmap.com.eg/en/listing/6889187-for-sale-cairo-el-sheikh-zayed-city-lhy-lsb-shr/
EG-6687805,Unknown,cairo new cairo lmstqbl syty compounds lavenir,"10,335,000 EGP","57,417 EGP/M²",180 m²,4 rooms,2 bathroom,N/A,2026,Semi Finished,Garden,Cash,Developer,"Water Meter, Security, Swimming Pool, Garden, Balcony",Town House For sale in L'avenir Compound - Al Ahly Sabbour with size 180 M² View Garden,https://aqarmap.com.eg/en/listing/6687805-for-sale-cairo-new-cairo-lmstqbl-syty-compounds-lavenir/
EG-6878355,Apartment,cairo 6th of october hadaeq october compounds eco west compound new city development asia,"2,000,000 EGP","22,222 EGP/M²",90 m²,N/A,N/A,N/A,N/A,N/A,Garden,Installments,Developer,Garden,l West Compound شقة 90 م,https://aqarmap.com.eg/en/listing/6878355-for-sale-cairo-6th-of-october-hadaeq-october-compounds-eco-west-compound-new-city-development-asia/
EG-6895843,Commercial,cairo 6th of october jml bd lnsr,"3,248,000 EGP","112,000 EGP/M²",29 m²,N/A,N/A,Ground,2026,N/A,Main Street,Cash,Developer,N/A,Shops For sale in Gamal Abdel Nasser Axis with size 29 M² View Main Street,https://aqarmap.com.eg/en/listing/6895843-for-sale-cairo-6th-of-october-jml-bd-lnsr/
EG-6889484,Apartment,cairo faisal el matbeaa amr ibn al aas st,"900,000 EGP","9,000 EGP/M²",100 m²,2 rooms,2 bathroom,9,2026,N/A,Side Street,Cash or Installments,Broker,N/A,Apartment For sale in Amr Ibn El Aas St.,https://aqarmap.com.eg/en/listing/6889484-for-sale-cairo-faisal-el-matbeaa-amr-ibn-al-aas-st/
EG-6895814,Apartment,cairo el sheikh zayed city compounds the harv compound dal,"6,700,000 EGP","57,759 EGP/M²",116 m²,2 rooms,1 bathroom,2,2026,N/A,Garden,Cash or Installments,Developer,Garden,"Your apartment is strategically located directly opposite Cairo Gate and Village West, in the heart of Sheikh Zayed's most prestigious compounds.",https://aqarmap.com.eg/en/listing/6895814-for-sale-cairo-el-sheikh-zayed-city-compounds-the-harv-compound-dal/
EG-6889183,Office,cairo el sheikh zayed city lhy lsb shr,"5,720,000 EGP","88,000 EGP/M²",65 m²,1 rooms,1 bathroom,Ground,2030,ed,Main Street,Installments,Broker,N/A,"Office for sale in NAL Mall, El Sheikh Zayed Two minutes from Al Ahly Club, two minutes from the Desert Road and the Sheikh Zayed entrance",https://aqarmap.com.eg/en/listing/6889183-for-sale-cairo-el-sheikh-zayed-city-lhy-lsb-shr/
EG-6889460,Apartment,cairo faisal el matbeaa amr ibn al aas st,"1,220,000 EGP","7,871 EGP/M²",155 m²,3 rooms,2 bathroom,2,2026,N/A,Side Street,Cash or Installments,Broker,N/A,Apartment For sale in Amr Ibn El Aas St.,https://aqarmap.com.eg/en/listing/6889460-for-sale-cairo-faisal-el-matbeaa-amr-ibn-al-aas-st/
EG-6895729,Villa,cairo el sheikh zayed city lshykh zyd ljdyd,"7,854,000 EGP","30,208 EGP/M²",260 m²,4 rooms,4 bathroom,N/A,2026,N/A,Garden,Cash or Installments,Developer,Garden,Own a villa with a private garden (100 sq m) in the most prestigious area of New Zayed at the best price in Oliv Compound.,https://aqarmap.com.eg/en/listing/6895729-for-sale-cairo-el-sheikh-zayed-city-lshykh-zyd-ljdyd/
EG-6889177,Office,cairo el sheikh zayed city lhy lsb shr,"5,104,000 EGP","88,000 EGP/M²",58 m²,1 rooms,1 bathroom,Ground,2030,ed,Main Street,Installments,Broker,N/A,"Office for sale in NAL Mall, El Sheikh Zayed Two minutes from Al Ahly Club, two minutes from the Desert Road and the Sheikh Zayed entrance",https://aqarmap.com.eg/en/listing/6889177-for-sale-cairo-el-sheikh-zayed-city-lhy-lsb-shr/
EG-6889465,Apartment,cairo faisal el matbeaa amr ibn al aas st,"1,210,000 EGP","7,806 EGP/M²",155 m²,3 rooms,2 bathroom,3,2026,N/A,Side Street,Cash or Installments,Broker,N/A,Apartment For sale in Amr Ibn El Aas St.,https://aqarmap.com.eg/en/listing/6889465-for-sale-cairo-faisal-el-matbeaa-amr-ibn-al-aas-st/
EG-6895722,Villa,cairo el sheikh zayed city mntq fr y bmdyn lshykh zyd,"7,348,000 EGP","32,228 EGP/M²",228 m²,4 rooms,4 bathroom,N/A,2026,N/A,Garden,Cash or Installments,Developer,Garden,Own a luxurious townhouse at unbeatable prices – with only a 10% down payment in New Zayed at O’LIV Compound!,https://aqarmap.com.eg/en/listing/6895722-for-sale-cairo-el-sheikh-zayed-city-mntq-fr-y-bmdyn-lshykh-zyd/
EG-6895798,Apartment,cairo new cairo compounds yardin compound mass,"4,911,192 EGP","46,332 EGP/M²",106 m²,2 rooms,1 bathroom,1,2026,Super Lux,Garden,Cash or Installments,Developer,Garden,"Your apartment in the heart of New Cairo, with a garden view, at the best prices and a 5% discount for a limited time:",https://aqarmap.com.eg/en/listing/6895798-for-sale-cairo-new-cairo-compounds-yardin-compound-mass/
EG-6594081,Commercial,cairo el shorouk tryq lshbb,"6,511,000 EGP","110,356 EGP/M²",59 m²,N/A,N/A,1,2025,N/A,Plaza,Cash,Developer,N/A,Shops For sale in Al Shabab Rd with size 59 M² View Plaza,https://aqarmap.com.eg/en/listing/6594081-for-sale-cairo-el-shorouk-tryq-lshbb/
EG-6892384,Chalet,ain elsokhna resorts el glala azure convoy,"2,118,000 EGP","38,509 EGP/M²",55 m²,1 rooms,1 bathroom,2,2026,Super Lux,Pool,Cash or Installments,Developer,"Elevator, Water Meter, Security, Swimming Pool, Balcony",Chalets For sale in El Glala Azure - Convoy with size 55 M² View Pool,https://aqarmap.com.eg/en/listing/6892384-for-sale-ain-elsokhna-resorts-el-glala-azure-convoy/
EG-6880255,Medical,cairo el sheikh zayed city compounds sky ramp mall up wyde,"3,449,500 EGP","127,759 EGP/M²",27 m²,1 rooms,1 bathroom,1,2026,Super Lux,Plaza,Installments,Developer,"Elevator, Water Meter, Electricity Meter, Security","Clinics 27 M² Super lux View Plaza, first floor, one rooms, one baths",https://aqarmap.com.eg/en/listing/6880255-for-sale-cairo-el-sheikh-zayed-city-compounds-sky-ramp-mall-up-wyde/
EG-5138505,Unknown,north coast resorts gaia,"13,350,000 EGP","171,154 EGP/M²",78 m²,1 rooms,1 bathroom,Ground,2027,Super Lux,Sea View,Installments,Developer,N/A,"Cabins 78 M² Extra super lux View Seaview, zero floor, one rooms, one baths",https://aqarmap.com.eg/en/listing/5138505-for-sale-north-coast-resorts-gaia/
EG-6887426,Apartment,cairo new cairo ganob el akadamiya south academy a abo zarr el ghifari st,"8,500,000 EGP","38,636 EGP/M²",220 m²,3 rooms,3 bathroom,2,2026,Super Lux,Garden,Cash,Broker,Garden,Apartment For sale in Abo Zarr El Ghifari St.,https://aqarmap.com.eg/en/listing/6887426-for-sale-cairo-new-cairo-ganob-el-akadamiya-south-academy-a-abo-zarr-el-ghifari-st/
EG-6764136,Apartment,cairo el sheikh zayed city lshykh zyd ljdyd de joya taj misr new zayed,"9,797,760 EGP","72,576 EGP/M²",135m² apartment in New Zayed with 15-year installments inside Dejoya compound,3 rooms,2 bathroom,2,2030,N/A,Main Street,Cash or Installments,Broker,N/A,"Own a spacious residential unit in one of New Zayed's most prominent projects, featuring a modern design, integrated services, and the longest payment plan currently available.",https://aqarmap.com.eg/en/listing/6764136-for-sale-cairo-el-sheikh-zayed-city-lshykh-zyd-ljdyd-de-joya-taj-misr-new-zayed/
EG-6887834,Apartment,cairo new cairo south investors al gezira st,"5,200,000 EGP","23,636 EGP/M²",220 m²,3 rooms,2 bathroom,N/A,N/A,Super Lux,Main Street,Cash,Broker,Garden,Residential For sale in El Gezira St. with size 220 M² View Main Street,https://aqarmap.com.eg/en/listing/6887834-for-sale-cairo-new-cairo-south-investors-al-gezira-st/
EG-6887485,Medical,cairo new cairo compounds wzwn ltby ktlyst llttwyr,"4,560,000 EGP","120,000 EGP/M²",38 m²,1 rooms,1 bathroom,3,2026,Super Lux,Main Street,Installments,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6887485-for-sale-cairo-new-cairo-compounds-wzwn-ltby-ktlyst-llttwyr/
EG-6885487,Land,cairo al oubour arab engineers association,"32,000,000 EGP","3,810 EGP/M²",8400 m²,N/A,N/A,N/A,N/A,N/A,Main Street,Cash,Broker,N/A,Industrial Land For sale in Arab Engineers Association with size 8400 M² View Main Street,https://aqarmap.com.eg/en/listing/6885487-for-sale-cairo-al-oubour-arab-engineers-association/
EG-6887280,Apartment,cairo new administrative capital r8 sage lakes residence squares,"4,050,000 EGP","27,000 EGP/M²",150 m²,3 rooms,3 bathroom,1,2029,ed,Garden,Cash or Installments,Broker,Garden,Apartment For sale in Sage Lakes Residence - Squares,https://aqarmap.com.eg/en/listing/6887280-for-sale-cairo-new-administrative-capital-r8-sage-lakes-residence-squares/
EG-6825744,Apartment,cairo new cairo compounds sarai esse residence sarai,"5,580,000 EGP","31,173 EGP/M²",179 m²,3 rooms,2 bathroom,4,2025,N/A,Garden,Installments,Broker,Garden,Apartment for sale ready to deliver with open view in Sarai compound Area : 179 m,https://aqarmap.com.eg/en/listing/6825744-for-sale-cairo-new-cairo-compounds-sarai-esse-residence-sarai/
EG-6747428,Medical,cairo new cairo el kornfol el kornfol 1,"7,560,000 EGP","140,000 EGP/M²",54 m²,1 rooms,1 bathroom,2,2026,N/A,Other,Installments,Broker,N/A,shop for sale clove mall new cairo 1st settlement el koronfel,https://aqarmap.com.eg/en/listing/6747428-for-sale-cairo-new-cairo-el-kornfol-el-kornfol-1/
EG-6785079,Studio,red sea hurghada resorts la mora resort,"3,162,000 EGP","51,000 EGP/M²",62 m²,1 rooms,1 bathroom,4,2026,Super Lux,Garden,Cash,Broker,Garden,ستوديو للبيع منتجع لامورا,https://aqarmap.com.eg/en/listing/6785079-for-sale-red-sea-hurghada-resorts-la-mora-resort/
EG-6810314,Office,cairo faisal shareaa el malek fasel,"5,000,000 EGP","16,077 EGP/M²",311 m²,8 rooms,5 bathroom,2,2024,Super Lux,Main Street,Cash or Installments,Broker,N/A,Distinct Investment Opportunity for Sale – Full Administrative Floor in a Mall on Faisal Main Street,https://aqarmap.com.eg/en/listing/6810314-for-sale-cairo-faisal-shareaa-el-malek-fasel/
EG-6884277,Office,cairo new cairo compounds district 5 the plateau district 5,"14,950,000 EGP","130,000 EGP/M²",115 m²,N/A,N/A,Ground,N/A,Super Lux,Main Street,Cash,Broker,N/A,"Office for sale, 115 sq m, in District 5, New Cairo• Unit Type: Office Space",https://aqarmap.com.eg/en/listing/6884277-for-sale-cairo-new-cairo-compounds-district-5-the-plateau-district-5/
EG-6885050,Apartment,cairo new cairo el narges el narges omarat beirut st,"8,500,000 EGP","34,694 EGP/M²",245 m²,3 rooms,3 bathroom,N/A,N/A,N/A,Main Street,Cash,Broker,N/A,شقه للبيع في النرجس عمارات,https://aqarmap.com.eg/en/listing/6885050-for-sale-cairo-new-cairo-el-narges-el-narges-omarat-beirut-st/
EG-6809457,Apartment,cairo new cairo bait el watan first neighborhood,"4,000,000 EGP","17,391 EGP/M²",230 m²,Apartment 230 m 4 bedroom for sale in beit al watan Ready to move,2 bathroom,3,2025,ed,Garden,Cash,Broker,"Elevator, Security, Garden, Balcony",Apartment for sale in beit al watan Ready to move,https://aqarmap.com.eg/en/listing/6809457-for-sale-cairo-new-cairo-bait-el-watan-first-neighborhood/
EG-6785071,Studio,red sea hurghada resorts la mora resort,"3,162,000 EGP","51,000 EGP/M²",62 m²,1 rooms,1 bathroom,4,2026,Super Lux,Main Street,Cash,Broker,N/A,ستوديو للبيع منتجع لامورا,https://aqarmap.com.eg/en/listing/6785071-for-sale-red-sea-hurghada-resorts-la-mora-resort/
EG-6802070,Apartment,cairo faisal shareaa el malek fasel,"1,250,000 EGP","8,065 EGP/M²",155 m²,3 rooms,2 bathroom,4,2025,N/A,Side Street,Installments,Broker,N/A,شقق للبيع في شارع الملك فيصل,https://aqarmap.com.eg/en/listing/6802070-for-sale-cairo-faisal-shareaa-el-malek-fasel/
